scorer,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ,ZQ
bodyparts,L_finger5,L_finger5,L_finger4,L_finger4,L_hand,L_hand,R_finger2,R_finger2,R_finger3,R_finger3,R_hand,R_hand,Neck,Neck,Eye,Eye,EarL,EarL,EarR,EarR,Nose,Nose,LeverBase,LeverBase,LeverEnd,LeverEnd
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\Oliver\img00001.png,456.38751446573224,593.6108396553942,430.67065706570656,598.7542111353994,501.3920149157773,524.1753246753246,,,,,246.79512665552272,389.16182332518974,408.8113282756847,218.14472161501874,194.07556898547,166.71100681496728,419.098071235695,39.41256268483994,,,48.94235652390164,269.47782751878674,61.52053529918102,387.12079371110576,127.74094708668135,394.5197224024466
labeled-data\Oliver\img00002.png,458.9592002057349,592.3249967853928,435.8140285457117,594.8966825253955,505.2495435257812,525.461167545326,,,,,245.50928378552146,391.73350906519227,435.8140285457117,223.2880930950239,426.81312845570267,36.84087694483742,,,,,52.98199591648577,270.40347896635024,62.28232527710969,384.23951034038726,127.75664397590222,395.027892398711
labeled-data\Oliver\img00003.png,467.9601002957438,592.3249967853928,440.9574000257169,593.6108396553941,514.2504436157901,525.461167545326,,,,,260.9393982255368,394.3051948051949,426.81312845570267,236.14652179503673,206.7323024760089,170.1418776487028,425.5272855857014,44.5559341648451,,,56.14927474874274,272.41284612581103,60.66303459843225,384.50454905976653,129.12172565205606,394.66050872156785
labeled-data\Oliver\img00004.png,475.6751575157516,596.1825253953967,448.67245724572456,598.7542111353994,520.6796579657965,533.1762247653337,,,,,263.51108396553946,395.59103767519616,460.24504307573613,232.28899318503284,,,442.24324289571814,45.84177703484636,,,63.47844063617953,271.63914139260146,61.20916027218729,385.10315959221344,125.88365064596613,395.3149212301785
labeled-data\Oliver\img00005.png,488.53358621576444,598.7542111353994,458.9592002057349,597.468368265398,520.6796579657965,540.8912819853415,,,,,255.13544088496542,395.05285861619467,451.2441429857272,224.57393596502516,221.078269255497,171.85437829497243,453.8158287257297,49.699305644850256,,,74.20665783049952,272.8503336189348,62.74865205821084,386.3887544534318,128.02456373064337,395.41627415281073
labeled-data\Oliver\img00006.png,502.67785778577854,601.3258968754019,471.8176289057477,600.0400540054006,541.2531438858172,540.8912819853415,,,,,255.56469861997488,393.4089737332079,461.5308859457374,237.432364665038,233.93669795550983,167.99684968496854,464.10257168574003,52.27099138485278,,,89.12637019520392,272.57835065363304,63.54839771363018,385.79849355001085,128.2456222258461,394.0737199411082
labeled-data\Oliver\img00007.png,521.9655008357979,609.0409540954096,482.104371865758,611.6126398354122,559.2549440658352,544.7488105953453,,,,,249.962240148591,395.4248717906196,473.103471775749,240.00405040504052,245.50928378552146,175.71190690497622,476.96100038575287,54.84267712485541,,,106.63825382538255,278.57933650507914,62.74098031985827,386.2277140837029,127.62007793957079,394.337601286167
labeled-data\Oliver\img00008.png,542.5389867558184,624.471068535425,496.2486434357721,623.1852256654238,582.4001157258583,557.6072392953581,,,,,247.57162562102016,393.703194819381,470.53178603574645,258.0058505850585,259.65355535553556,180.85527838498137,496.2486434357721,58.70020573485931,,,119.79673181796772,285.26317320558087,61.87014708028599,386.44662316945346,126.9435182466427,394.72184956055077
labeled-data\Oliver\img00009.png,569.5416870258455,643.7587115854443,520.6796579657965,641.1870258454417,600.4019159058763,579.46656808538,,,,,250.64449370982766,392.18091690963405,473.103471775749,264.43506493506504,281.51288414555745,187.2844927349878,506.53538639578244,65.12942008486573,,,141.232781951389,286.53454889657667,62.46932596619385,385.56238918864244,128.6153351188092,393.5916735366478
labeled-data\Oliver\img00010.png,583.6859585958596,648.9020830654495,539.9673010158159,666.9038832454675,620.9754018258968,600.0400540054006,162.17570382123176,338.3410208974019,179.9083318021547,323.2951547317703,254.0629579041962,392.6136095662873,479.5326861257554,278.57933650507914,295.65715571557155,197.5712356949981,524.5371865758004,70.27279156487077,,,158.8783526492769,286.39144782881465,66.08999998826089,386.02484289924985,128.07566180689048,392.4896051748125
labeled-data\Oliver\img00015.png,590.1151729458661,647.6162401954482,552.8257297158287,670.7614118554714,624.8329304359007,616.7560113154173,,,,,326.111161694708,433.88118532445424,555.3974154558313,306.86787964510745,362.52098495563837,238.71820753503926,578.5425871158544,108.8480776649094,512.9646007457889,115.27729201491582,209.42403273391875,334.80499433969555,61.776137284369014,364.4317102029276,127.34345927676773,364.917394069538
labeled-data\Oliver\img00016.png,591.4010158158673,647.6162401954482,550.2540439758261,672.0472547254726,624.8329304359007,618.0418541854185,,,,,354.73327443557866,453.3069419691245,575.9709013758519,324.86967982512544,375.3794136556513,254.14832197505473,583.6859585958596,113.99144914491455,524.5371865758004,117.84897775491845,238.83063253532322,335.96220332094015,64.20144824067444,365.73359097422633,126.41031796395899,366.1779400436784
labeled-data\Oliver\img00017.png,590.115172945866,650.1879259354507,552.8257297158287,677.1906262054778,622.2612446958982,620.6135399254212,301.37126774103956,437.29867470389286,,,375.67469911285104,472.4601199066251,575.9709013758519,330.0130513051306,392.09537096566805,267.00675067506756,593.9727015558699,117.84897775491845,524.5371865758004,122.9923492349235,239.08006943551504,358.3015944451589,61.27393872869959,364.1896896463613,127.51117434931295,365.45536930790166
labeled-data\Oliver\img00018.png,588.8293300758647,650.1879259354507,550.2540439758261,678.476469075479,622.2612446958982,618.0418541854185,355.2439296063819,485.69207047199154,337.69317163302196,475.6003846373096,414.9165067158059,499.7326768506796,579.8284299858557,337.7281085251383,408.8113282756847,282.43686511508304,604.2594445158802,129.42156358493003,521.9655008357979,128.13572071492865,253.1747000629596,377.42050650680994,60.321939416177344,359.3051786965447,125.61260006567505,361.56959467282786
labeled-data\Oliver\img00019.png,585.8880285796724,653.1240192472012,551.5398868458275,677.1906262054778,621.0445425411036,624.8554821489973,404.21240345271144,523.9225658614,384.37506920139924,521.3025405829248,478.24684325575413,528.0328532853287,641.5488877459175,318.440465475119,428.09897132570404,295.2952938150959,614.5461874758904,134.56493506493507,510.3929150057862,140.9941494149415,266.3876345019833,406.0742035913029,56.82434638897311,359.56015634903565,124.34473754710288,359.56015634903565
labeled-data\Oliver\img00020.png,587.1485621533736,653.2283482752288,552.4273325403776,672.3250245623766,621.1151837094471,621.0463979212633,459.98205869577566,552.5367823975404,436.97924407716573,553.4048131378653,532.4626255129049,543.4224596241289,650.5497878359265,313.29709399511387,447.3866143757233,310.72540825511123,622.2612446958982,143.56583515494412,502.67785778577854,152.56673524495307,286.6562556255626,432.8804809052334,59.05405488490584,360.3631261186333,125.61961222867818,361.49776630062945
labeled-data\Oliver\img00021.png,588.4635171210135,652.0169907097068,549.4025326871856,674.761958863643,620.0044329734687,623.913958139325,512.0896112923623,567.2129501373878,487.58014331733136,569.7736408213462,563.6692379263827,548.5564894399762,638.9772020059149,354.444065835155,462.81672881573877,330.0130513051306,619.6895589558956,153.85257811495444,491.10527195576697,166.71100681496728,300.6260168180007,459.91365391987347,60.510476373552216,362.5268912108771,125.96068936826231,364.89256156008355
labeled-data\Oliver\img00022.png,586.1616814707794,653.7046904776814,550.0516026732635,675.529463377279,623.5470875658995,621.8993827954225,545.5025400689526,571.9320022642407,524.0366130092277,574.5646159602447,583.6859585958596,551.1780249453518,638.9772020059149,378.87508036517943,479.5326861257554,349.30069435514986,635.119673395911,170.56853542497117,484.67605760576055,176.9977497749776,321.37401311559734,488.1717243152887,62.15758925972503,363.8722023885925,126.44146580035765,364.66583049403243
labeled-data\Oliver\img00023.png,587.2659261096851,654.648363896806,549.3908514735085,672.8129405080335,622.0491579184186,622.5704945620852,565.2365459641538,566.1443629612507,537.4099605171671,573.4874896764278,605.7051311132325,545.2671489517107,655.6931593159316,380.1609232351807,503.9637006557799,364.73080879516533,646.6922592259226,176.9977497749776,484.67605760576055,187.2844927349878,353.5200848656294,515.1744245853157,59.80491387572604,361.7193208133981,125.77525014041845,362.54395001670673
labeled-data\Oliver\img00024.png,587.1597370157853,654.1331669850244,548.6563734628022,673.8126639121048,626.5187308699458,625.4695518955816,561.4908279804632,578.4098853308244,545.6616674086813,582.6880368367115,602.9736016458788,553.7497106853543,685.2675453259611,362.1591230551627,529.6805580558056,377.58923749517817,665.9799022759419,182.14112125498275,482.104371865758,194.9995499549956,394.6670567056706,547.3204963353478,60.009618258433086,358.69361366140845,123.8016107128816,360.7107517627349
